#chrom	chromStart	chromEnd	start	end	gene	plusminus65bpexonlength	exonlength	averagemappabilityl250m5	exonmappbelow1l250m51yes0no	positionsmappbelow1l250m5	percpositionsmappbelow1l250m5	maxcontigousbasesl250m5
chrY	23708842	23709082	23708907	23709017	RBMY1D	241	111	0.114322373	True	241	1	241
chrY	23709874	23710114	23709939	23710049	RBMY1A1	241	111	0.125988	True	197	1	197
chrY	23709874	23710114	23709939	23710049	RBMY1B	241	111	0.125988	True	197	1	197
chrY	23709874	23710114	23709939	23710049	RBMY1D	241	111	0.125988	True	197	1	197
chrY	23710071	23710289	23710136	23710224	RBMY1A1	219	89	0.125988	True	219	1	219
chrY	23710071	23710289	23710136	23710224	RBMY1B	219	89	0.125988	True	219	1	219
chrY	23710071	23710289	23710136	23710224	RBMY1D	219	89	0.125988	True	219	1	219
chrY	23710571	23710999	23710636	23710934	RBMY1A1	429	299	0.125988	True	429	1	429
chrY	23710571	23710999	23710636	23710934	RBMY1B	429	299	0.125988	True	429	1	429
chrY	23710571	23710999	23710636	23710934	RBMY1D	429	299	0.125988	True	429	1	429
chrY	24026436	24026864	24026501	24026799	RBMY1A1	429	299	0.125988	True	429	1	429
chrY	24026436	24026864	24026501	24026799	RBMY1B	429	299	0.125988	True	429	1	429
chrY	24026436	24026864	24026501	24026799	RBMY1D	429	299	0.125988	True	429	1	429
chrY	24026436	24026864	24026501	24026799	RBMY1E	429	299	0.125988	True	429	1	429
chrY	24027146	24027364	24027211	24027299	RBMY1A1	219	89	0.125988	True	176	1	176
chrY	24027146	24027364	24027211	24027299	RBMY1B	219	89	0.125988	True	176	1	176
chrY	24027146	24027364	24027211	24027299	RBMY1D	219	89	0.125988	True	176	1	176
chrY	24027146	24027364	24027211	24027299	RBMY1E	219	89	0.125988	True	176	1	176
chrY	24027322	24027562	24027387	24027497	RBMY1A1	241	111	0.127000755	True	241	1	241
chrY	24027322	24027562	24027387	24027497	RBMY1B	241	111	0.127000755	True	241	1	241
chrY	24027322	24027562	24027387	24027497	RBMY1D	241	111	0.127000755	True	241	1	241
chrY	24027322	24027562	24027387	24027497	RBMY1E	241	111	0.127000755	True	241	1	241
chrY	24028354	24028594	24028419	24028529	RBMY1A1	241	111	0.121326423	True	241	1	241
chrY	24028354	24028594	24028419	24028529	RBMY1B	241	111	0.121326423	True	241	1	241
chrY	24028354	24028594	24028419	24028529	RBMY1D	241	111	0.121326423	True	241	1	241
chrY	24028354	24028594	24028419	24028529	RBMY1E	241	111	0.121326423	True	241	1	241
chrY	24028899	24029139	24028964	24029074	RBMY1A1	241	111	0.119503552	True	241	1	241
chrY	24028899	24029139	24028964	24029074	RBMY1B	241	111	0.119503552	True	241	1	241
chrY	24028899	24029139	24028964	24029074	RBMY1D	241	111	0.119503552	True	241	1	241
chrY	24028899	24029139	24028964	24029074	RBMY1E	241	111	0.119503552	True	241	1	241
chrY	24029451	24029691	24029516	24029626	RBMY1A1	241	111	0.127000755	True	241	1	241
chrY	24029451	24029691	24029516	24029626	RBMY1B	241	111	0.127000755	True	241	1	241
chrY	24029451	24029691	24029516	24029626	RBMY1D	241	111	0.127000755	True	241	1	241
chrY	24029451	24029691	24029516	24029626	RBMY1E	241	111	0.127000755	True	241	1	241
chrY	24030517	24030761	24030582	24030696	RBMY1A1	245	115	0.125988	True	245	1	245
chrY	24030517	24030761	24030582	24030696	RBMY1B	245	115	0.125988	True	245	1	245
chrY	24030517	24030761	24030582	24030696	RBMY1D	245	115	0.125988	True	245	1	245
chrY	24030517	24030761	24030582	24030696	RBMY1E	245	115	0.125988	True	245	1	245
chrY	24032642	24032924	24032707	24032859	RBMY1A1	283	153	0.125988	True	283	1	283
chrY	24032642	24032924	24032707	24032859	RBMY1B	283	153	0.125988	True	283	1	283
chrY	24032642	24032924	24032707	24032859	RBMY1D	283	153	0.125988	True	283	1	283
chrY	24032642	24032924	24032707	24032859	RBMY1E	283	153	0.125988	True	283	1	283
chrY	24034710	24035017	24034775	24034952	RBMY1A1	308	178	0.137470081	True	308	1	308
chrY	24034710	24035017	24034775	24034952	RBMY1B	308	178	0.137470081	True	308	1	308
chrY	24034710	24035017	24034775	24034952	RBMY1D	308	178	0.137470081	True	308	1	308
chrY	24034710	24035017	24034775	24034952	RBMY1E	308	178	0.137470081	True	308	1	308
chrY	24037907	24038140	24037972	24038075	RBMY1A1	234	104	0.14659788	True	234	1	234
chrY	24037907	24038140	24037972	24038075	RBMY1B	234	104	0.14659788	True	234	1	234
chrY	24037907	24038140	24037972	24038075	RBMY1D	234	104	0.14659788	True	234	1	234
chrY	24037907	24038140	24037972	24038075	RBMY1E	234	104	0.14659788	True	234	1	234
chrY	24038487	24038725	24038552	24038660	RBMY1A1	239	109	0.151688958	True	239	1	239
chrY	24038487	24038725	24038552	24038660	RBMY1B	239	109	0.151688958	True	239	1	239
chrY	24038487	24038725	24038552	24038660	RBMY1D	239	109	0.151688958	True	239	1	239
chrY	24038487	24038725	24038552	24038660	RBMY1E	239	109	0.151688958	True	239	1	239
chrY	24049978	24050406	24050043	24050341	RBMY1B	429	299	0.126471322	True	429	1	429
chrY	24049978	24050406	24050043	24050341	RBMY1D	429	299	0.126471322	True	429	1	429
chrY	24049978	24050406	24050043	24050341	RBMY1E	429	299	0.126471322	True	429	1	429
chrY	24050688	24050906	24050753	24050841	RBMY1B	219	89	0.125988	True	175	1	175
chrY	24050688	24050906	24050753	24050841	RBMY1D	219	89	0.125988	True	175	1	175
chrY	24050688	24050906	24050753	24050841	RBMY1E	219	89	0.125988	True	175	1	175
chrY	24050863	24051103	24050928	24051038	RBMY1B	241	111	0.127000755	True	241	1	241
chrY	24050863	24051103	24050928	24051038	RBMY1D	241	111	0.127000755	True	241	1	241
chrY	24050863	24051103	24050928	24051038	RBMY1E	241	111	0.127000755	True	241	1	241
chrY	24051895	24052135	24051960	24052070	RBMY1B	241	111	0.121326423	True	241	1	241
chrY	24051895	24052135	24051960	24052070	RBMY1D	241	111	0.121326423	True	241	1	241
chrY	24051895	24052135	24051960	24052070	RBMY1E	241	111	0.121326423	True	241	1	241
chrY	24052440	24052680	24052505	24052615	RBMY1B	241	111	0.119503552	True	241	1	241
chrY	24052440	24052680	24052505	24052615	RBMY1D	241	111	0.119503552	True	241	1	241
chrY	24052440	24052680	24052505	24052615	RBMY1E	241	111	0.119503552	True	241	1	241
chrY	24052992	24053232	24053057	24053167	RBMY1B	241	111	0.127000755	True	241	1	241
chrY	24052992	24053232	24053057	24053167	RBMY1D	241	111	0.127000755	True	241	1	241
chrY	24052992	24053232	24053057	24053167	RBMY1E	241	111	0.127000755	True	241	1	241
chrY	24054058	24054302	24054123	24054237	RBMY1B	245	115	0.125988	True	245	1	245
chrY	24054058	24054302	24054123	24054237	RBMY1D	245	115	0.125988	True	245	1	245
chrY	24054058	24054302	24054123	24054237	RBMY1E	245	115	0.125988	True	245	1	245
chrY	24056183	24056465	24056248	24056400	RBMY1B	283	153	0.125988	True	283	1	283
chrY	24056183	24056465	24056248	24056400	RBMY1D	283	153	0.125988	True	283	1	283
chrY	24056183	24056465	24056248	24056400	RBMY1E	283	153	0.125988	True	283	1	283
chrY	24058251	24058558	24058316	24058493	RBMY1B	308	178	0.137470081	True	308	1	308
chrY	24058251	24058558	24058316	24058493	RBMY1D	308	178	0.137470081	True	308	1	308
chrY	24058251	24058558	24058316	24058493	RBMY1E	308	178	0.137470081	True	308	1	308
chrY	24061448	24061681	24061513	24061616	RBMY1B	234	104	0.14659788	True	234	1	234
chrY	24061448	24061681	24061513	24061616	RBMY1D	234	104	0.14659788	True	234	1	234
chrY	24061448	24061681	24061513	24061616	RBMY1E	234	104	0.14659788	True	234	1	234
chrY	24062028	24062266	24062093	24062201	RBMY1B	239	109	0.151688958	True	239	1	239
chrY	24062028	24062266	24062093	24062201	RBMY1D	239	109	0.151688958	True	239	1	239
chrY	24062028	24062266	24062093	24062201	RBMY1E	239	109	0.151688958	True	239	1	239
chrY	24218405	24218793	24218470	24218728	PRY	389	259	0.25	True	389	1	389
chrY	24218405	24218793	24218470	24218728	PRY2	389	259	0.25	True	389	1	389
chrY	24228162	24228407	24228227	24228342	PRY	246	116	0.25	True	246	1	246
chrY	24228162	24228407	24228227	24228342	PRY2	246	116	0.25	True	246	1	246
chrY	24230853	24231051	24230918	24230986	PRY	199	69	0.25	True	199	1	199
chrY	24230853	24231051	24230918	24230986	PRY2	199	69	0.25	True	199	1	199
chrY	24314902	24315330	24314967	24315265	RBMY1F	429	299	0.125988	True	429	1	429
chrY	24314902	24315330	24314967	24315265	RBMY1J	429	299	0.125988	True	429	1	429
chrY	24315612	24315830	24315677	24315765	RBMY1F	219	89	0.125988	True	175	1	175
chrY	24315612	24315830	24315677	24315765	RBMY1J	219	89	0.125988	True	175	1	175
chrY	24315787	24316027	24315852	24315962	RBMY1F	241	111	0.127830622	True	241	1	241
chrY	24315787	24316027	24315852	24315962	RBMY1J	241	111	0.127830622	True	241	1	241
chrY	24316821	24317061	24316886	24316996	RBMY1F	241	111	0.119300913	True	241	1	241
chrY	24316821	24317061	24316886	24316996	RBMY1J	241	111	0.119300913	True	241	1	241
chrY	24317366	24317606	24317431	24317541	RBMY1F	241	111	0.120018124	True	241	1	241
chrY	24317366	24317606	24317431	24317541	RBMY1J	241	111	0.120018124	True	241	1	241
chrY	24317917	24318157	24317982	24318092	RBMY1F	241	111	0.129689643	True	241	1	241
chrY	24317917	24318157	24317982	24318092	RBMY1J	241	111	0.129689643	True	241	1	241
chrY	24318983	24319227	24319048	24319162	RBMY1F	245	115	0.125988	True	245	1	245
chrY	24318983	24319227	24319048	24319162	RBMY1J	245	115	0.125988	True	245	1	245
chrY	24321108	24321390	24321173	24321325	RBMY1F	283	153	0.125988	True	283	1	283
chrY	24321108	24321390	24321173	24321325	RBMY1J	283	153	0.125988	True	283	1	283
chrY	24323176	24323483	24323241	24323418	RBMY1F	308	178	0.140392156	True	308	1	308
chrY	24323176	24323483	24323241	24323418	RBMY1J	308	178	0.140392156	True	308	1	308
chrY	24326373	24326606	24326438	24326541	RBMY1F	234	104	0.15721038	True	234	1	234
chrY	24326373	24326606	24326438	24326541	RBMY1J	234	104	0.15721038	True	234	1	234
chrY	24326943	24327181	24327008	24327116	RBMY1F	239	109	0.151008138	True	239	1	239
chrY	24326943	24327181	24327008	24327116	RBMY1J	239	109	0.151008138	True	239	1	239
chrY	24551530	24551768	24551595	24551703	RBMY1F	239	109	0.159518389	True	239	1	239
chrY	24551530	24551768	24551595	24551703	RBMY1J	239	109	0.159518389	True	239	1	239
chrY	24552107	24552340	24552172	24552275	RBMY1F	234	104	0.154123423	True	234	1	234
chrY	24552107	24552340	24552172	24552275	RBMY1J	234	104	0.154123423	True	234	1	234
chrY	24555234	24555541	24555299	24555476	RBMY1F	308	178	0.122903903	True	308	1	308
chrY	24555234	24555541	24555299	24555476	RBMY1J	308	178	0.122903903	True	308	1	308
chrY	24557327	24557609	24557392	24557544	RBMY1F	283	153	0.125988	True	283	1	283
chrY	24557327	24557609	24557392	24557544	RBMY1J	283	153	0.125988	True	283	1	283
chrY	24559490	24559734	24559555	24559669	RBMY1F	245	115	0.130519347	True	245	1	245
chrY	24559490	24559734	24559555	24559669	RBMY1J	245	115	0.130519347	True	245	1	245
chrY	24560560	24560800	24560625	24560735	RBMY1F	241	111	0.129059037	True	241	1	241
chrY	24560560	24560800	24560625	24560735	RBMY1J	241	111	0.129059037	True	241	1	241
chrY	24561111	24561351	24561176	24561286	RBMY1F	241	111	0.114195228	True	241	1	241
chrY	24561111	24561351	24561176	24561286	RBMY1J	241	111	0.114195228	True	241	1	241
chrY	24561656	24561896	24561721	24561831	RBMY1F	241	111	0.114322373	True	241	1	241
chrY	24561656	24561896	24561721	24561831	RBMY1J	241	111	0.114322373	True	241	1	241
chrY	24562690	24562930	24562755	24562865	RBMY1F	241	111	0.125988	True	197	1	197
chrY	24562690	24562930	24562755	24562865	RBMY1J	241	111	0.125988	True	197	1	197
chrY	24562887	24563105	24562952	24563040	RBMY1F	219	89	0.125988	True	219	1	219
chrY	24562887	24563105	24562952	24563040	RBMY1J	219	89	0.125988	True	219	1	219
chrY	24563387	24563815	24563452	24563750	RBMY1F	429	299	0.125988	True	429	1	429
chrY	24563387	24563815	24563452	24563750	RBMY1J	429	299	0.125988	True	429	1	429
chrY	24647647	24647845	24647712	24647780	PRY	199	69	0.25	True	199	1	199
chrY	24647647	24647845	24647712	24647780	PRY2	199	69	0.25	True	199	1	199
chrY	24650291	24650536	24650356	24650471	PRY	246	116	0.25	True	246	1	246
chrY	24650291	24650536	24650356	24650471	PRY2	246	116	0.25	True	246	1	246
chrY	24659894	24660282	24659959	24660217	PRY	389	259	0.25	True	389	1	389
chrY	24659894	24660282	24659959	24660217	PRY2	389	259	0.25	True	389	1	389
chrY	25138426	25138633	25138491	25138568	BPY2	208	78	0.333333	True	208	1	208
chrY	25138426	25138633	25138491	25138568	BPY2B	208	78	0.333333	True	208	1	208
chrY	25138426	25138633	25138491	25138568	BPY2C	208	78	0.333333	True	208	1	208
chrY	25140563	25140810	25140628	25140745	BPY2	248	118	0.333333	True	248	1	248
chrY	25140563	25140810	25140628	25140745	BPY2B	248	118	0.333333	True	248	1	248
chrY	25140563	25140810	25140628	25140745	BPY2C	248	118	0.333333	True	248	1	248
chrY	25143534	25143769	25143599	25143704	BPY2	236	106	0.333333	True	236	1	236
chrY	25143534	25143769	25143599	25143704	BPY2B	236	106	0.333333	True	236	1	236
chrY	25143534	25143769	25143599	25143704	BPY2C	236	106	0.333333	True	236	1	236
chrY	25144332	25144480	25144397	25144415	BPY2	149	19	0.333333	True	149	1	149
chrY	25144332	25144480	25144397	25144415	BPY2B	149	19	0.333333	True	149	1	149
chrY	25144332	25144480	25144397	25144415	BPY2C	149	19	0.333333	True	149	1	149
chrY	25281292	25281485	25281357	25281420	DAZ1	194	64	0.25	True	194	1	194
chrY	25281292	25281485	25281357	25281420	DAZ4	194	64	0.25	True	194	1	194
chrY	25285929	25286093	25285994	25286028	DAZ1	165	35	0.25	True	165	1	165
chrY	25285929	25286093	25285994	25286028	DAZ4	165	35	0.25	True	165	1	165
chrY	25286708	25286909	25286773	25286844	DAZ1	202	72	0.25	True	202	1	202
chrY	25286708	25286909	25286773	25286844	DAZ4	202	72	0.25	True	202	1	202
chrY	25289093	25289294	25289158	25289229	DAZ1	202	72	0.074299837	True	202	1	202
chrY	25289093	25289294	25289158	25289229	DAZ4	202	72	0.074299837	True	202	1	202
chrY	25298879	25299080	25298944	25299015	DAZ1	202	72	0.125988	True	202	1	202
chrY	25298879	25299080	25298944	25299015	DAZ4	202	72	0.125988	True	202	1	202
chrY	25301256	25301457	25301321	25301392	DAZ1	202	72	0.077152	True	202	1	202
chrY	25301256	25301457	25301321	25301392	DAZ4	202	72	0.077152	True	202	1	202
chrY	25303652	25303853	25303717	25303788	DAZ1	202	72	0.118300589	True	202	1	202
chrY	25303652	25303853	25303717	25303788	DAZ4	202	72	0.118300589	True	202	1	202
chrY	25306035	25306236	25306100	25306171	DAZ1	202	72	0.077152	True	202	1	202
chrY	25306035	25306236	25306100	25306171	DAZ4	202	72	0.077152	True	202	1	202
chrY	25308431	25308632	25308496	25308567	DAZ1	202	72	0.118542351	True	202	1	202
chrY	25308431	25308632	25308496	25308567	DAZ4	202	72	0.118542351	True	202	1	202
chrY	25310822	25311023	25310887	25310958	DAZ1	202	72	0.25	True	202	1	202
chrY	25310822	25311023	25310887	25310958	DAZ4	202	72	0.25	True	202	1	202
chrY	25313267	25313468	25313332	25313403	DAZ1	202	72	0.220414475	True	202	1	202
chrY	25313267	25313468	25313332	25313403	DAZ4	202	72	0.220414475	True	202	1	202
chrY	25314739	25315008	25314804	25314943	DAZ1	270	140	0.125988	True	229	1	229
chrY	25314739	25315008	25314804	25314943	DAZ4	270	140	0.125988	True	229	1	229
chrY	25314968	25315161	25315033	25315096	DAZ1	194	64	0.125988	True	194	1	194
chrY	25314968	25315161	25315033	25315096	DAZ4	194	64	0.125988	True	194	1	194
chrY	25315468	25315649	25315533	25315584	DAZ1	182	52	0.125988	True	182	1	182
chrY	25315468	25315649	25315533	25315584	DAZ4	182	52	0.125988	True	182	1	182
chrY	25316080	25316301	25316145	25316236	DAZ1	222	92	0.125988	True	222	1	222
chrY	25316080	25316301	25316145	25316236	DAZ4	222	92	0.125988	True	222	1	222
chrY	25316446	25316722	25316511	25316657	DAZ1	277	147	0.125988	True	277	1	277
chrY	25316446	25316722	25316511	25316657	DAZ4	277	147	0.125988	True	277	1	277
chrY	25325579	25325848	25325644	25325783	DAZ1	270	140	0.125988	True	229	1	229
chrY	25325808	25326001	25325873	25325936	DAZ1	194	64	0.125988	True	194	1	194
chrY	25326308	25326489	25326373	25326424	DAZ1	182	52	0.125988	True	182	1	182
chrY	25326920	25327141	25326985	25327076	DAZ1	222	92	0.125988	True	222	1	222
chrY	25327286	25327562	25327351	25327497	DAZ1	277	147	0.125988	True	277	1	277
chrY	25336427	25336696	25336492	25336631	DAZ1	270	140	0.125988	True	229	1	229
chrY	25336427	25336696	25336492	25336631	DAZ4	270	140	0.125988	True	229	1	229
chrY	25336656	25336849	25336721	25336784	DAZ1	194	64	0.125988	True	194	1	194
chrY	25336656	25336849	25336721	25336784	DAZ4	194	64	0.125988	True	194	1	194
chrY	25337156	25337337	25337221	25337272	DAZ1	182	52	0.125988	True	182	1	182
chrY	25337156	25337337	25337221	25337272	DAZ4	182	52	0.125988	True	182	1	182
chrY	25337768	25337989	25337833	25337924	DAZ1	222	92	0.125988	True	222	1	222
chrY	25337768	25337989	25337833	25337924	DAZ4	222	92	0.125988	True	222	1	222
chrY	25338134	25338410	25338199	25338345	DAZ1	277	147	0.125988	True	277	1	277
chrY	25338134	25338410	25338199	25338345	DAZ4	277	147	0.125988	True	277	1	277
chrY	25344880	25345012	25344945	25344947	DAZ1	133	3	0.25	True	133	1	133
chrY	25344880	25345012	25344945	25344947	DAZ4	133	3	0.25	True	133	1	133
chrY	25365823	25365955	25365888	25365890	DAZ2	133	3	0.25	True	133	1	133
chrY	25365823	25365955	25365888	25365890	DAZ3	133	3	0.25	True	133	1	133
chrY	25365823	25365955	25365888	25365890	DAZ4	133	3	0.25	True	133	1	133
chrY	25372426	25372702	25372491	25372637	DAZ2	277	147	0.125988	True	277	1	277
chrY	25372426	25372702	25372491	25372637	DAZ3	277	147	0.125988	True	277	1	277
chrY	25372426	25372702	25372491	25372637	DAZ4	277	147	0.125988	True	277	1	277
chrY	25372847	25373068	25372912	25373003	DAZ2	222	92	0.125988	True	222	1	222
chrY	25372847	25373068	25372912	25373003	DAZ3	222	92	0.125988	True	222	1	222
chrY	25372847	25373068	25372912	25373003	DAZ4	222	92	0.125988	True	222	1	222
chrY	25373499	25373680	25373564	25373615	DAZ2	182	52	0.125988	True	182	1	182
chrY	25373499	25373680	25373564	25373615	DAZ3	182	52	0.125988	True	182	1	182
chrY	25373499	25373680	25373564	25373615	DAZ4	182	52	0.125988	True	182	1	182
chrY	25373987	25374180	25374052	25374115	DAZ2	194	64	0.125988	True	153	1	153
chrY	25373987	25374180	25374052	25374115	DAZ3	194	64	0.125988	True	153	1	153
chrY	25373987	25374180	25374052	25374115	DAZ4	194	64	0.125988	True	153	1	153
chrY	25374140	25374409	25374205	25374344	DAZ2	270	140	0.125988	True	270	1	270
chrY	25374140	25374409	25374205	25374344	DAZ3	270	140	0.125988	True	270	1	270
chrY	25374140	25374409	25374205	25374344	DAZ4	270	140	0.125988	True	270	1	270
chrY	25375680	25375881	25375745	25375816	DAZ2	202	72	0.257838252	True	202	1	202
chrY	25375680	25375881	25375745	25375816	DAZ3	202	72	0.257838252	True	202	1	202
chrY	25375680	25375881	25375745	25375816	DAZ4	202	72	0.257838252	True	202	1	202
chrY	25378123	25378324	25378188	25378259	DAZ2	202	72	0.248468772	True	202	1	202
chrY	25378123	25378324	25378188	25378259	DAZ3	202	72	0.248468772	True	202	1	202
chrY	25378123	25378324	25378188	25378259	DAZ4	202	72	0.248468772	True	202	1	202
chrY	25380514	25380715	25380579	25380650	DAZ2	202	72	0.125684614	True	202	1	202
chrY	25380514	25380715	25380579	25380650	DAZ3	202	72	0.125684614	True	202	1	202
chrY	25380514	25380715	25380579	25380650	DAZ4	202	72	0.125684614	True	202	1	202
chrY	25382910	25383111	25382975	25383046	DAZ3	202	72	0.077152	True	202	1	202
chrY	25385292	25385493	25385357	25385428	DAZ2	202	72	0.125684614	True	202	1	202
chrY	25387688	25387889	25387753	25387824	DAZ2	202	72	0.077152	True	202	1	202
chrY	25387688	25387889	25387753	25387824	DAZ3	202	72	0.077152	True	202	1	202
chrY	25387688	25387889	25387753	25387824	DAZ4	202	72	0.077152	True	202	1	202
chrY	25390072	25390273	25390137	25390208	DAZ2	202	72	0.125684614	True	202	1	202
chrY	25390072	25390273	25390137	25390208	DAZ4	202	72	0.125684614	True	202	1	202
chrY	25392468	25392669	25392533	25392604	DAZ2	202	72	0.077152	True	202	1	202
chrY	25392468	25392669	25392533	25392604	DAZ3	202	72	0.077152	True	202	1	202
chrY	25392468	25392669	25392533	25392604	DAZ4	202	72	0.077152	True	202	1	202
chrY	25394845	25395046	25394910	25394981	DAZ2	202	72	0.125988	True	202	1	202
chrY	25394845	25395046	25394910	25394981	DAZ3	202	72	0.125988	True	202	1	202
chrY	25394845	25395046	25394910	25394981	DAZ4	202	72	0.125988	True	202	1	202
chrY	25399623	25399824	25399688	25399759	DAZ3	202	72	0.077152	True	202	1	202
chrY	25402000	25402201	25402065	25402136	DAZ2	202	72	0.125988	True	202	1	202
chrY	25402000	25402201	25402065	25402136	DAZ3	202	72	0.125988	True	202	1	202
chrY	25411789	25411990	25411854	25411925	DAZ2	202	72	0.077152	True	202	1	202
chrY	25414173	25414374	25414238	25414309	DAZ2	202	72	0.077152	True	202	1	202
chrY	25416558	25416759	25416623	25416694	DAZ2	202	72	0.077152	True	202	1	202
chrY	25418942	25419143	25419007	25419078	DAZ2	202	72	0.077152	True	202	1	202
chrY	25421326	25421527	25421391	25421462	DAZ2	202	72	0.077152	True	202	1	202
chrY	25423710	25423911	25423775	25423846	DAZ2	202	72	0.077152	True	202	1	202
chrY	25426095	25426296	25426160	25426231	DAZ2	202	72	0.25	True	202	1	202
chrY	25426095	25426296	25426160	25426231	DAZ3	202	72	0.25	True	202	1	202
chrY	25426095	25426296	25426160	25426231	DAZ4	202	72	0.25	True	202	1	202
chrY	25426911	25427075	25426976	25427010	DAZ2	165	35	0.25	True	165	1	165
chrY	25426911	25427075	25426976	25427010	DAZ3	165	35	0.25	True	165	1	165
chrY	25426911	25427075	25426976	25427010	DAZ4	165	35	0.25	True	165	1	165
chrY	25431520	25431713	25431585	25431648	DAZ2	194	64	0.25	True	194	1	194
chrY	25431520	25431713	25431585	25431648	DAZ3	194	64	0.25	True	194	1	194
chrY	25431520	25431713	25431585	25431648	DAZ4	194	64	0.25	True	194	1	194
chrY	26191686	26191888	26191751	26191823	CDY1	203	73	0.475369458	True	203	1	203
chrY	26191686	26191888	26191751	26191823	CDY1B	203	73	0.475369458	True	203	1	203
chrY	26192148	26193900	26192213	26193835	CDY1	1753	1623	0.262217103	True	1753	1	1753
chrY	26192148	26193900	26192213	26193835	CDY1B	1753	1623	0.262217103	True	1753	1	1753
chrY	26772167	26772374	26772232	26772309	BPY2	208	78	0.333333	True	208	1	208
chrY	26772167	26772374	26772232	26772309	BPY2B	208	78	0.333333	True	208	1	208
chrY	26772167	26772374	26772232	26772309	BPY2C	208	78	0.333333	True	208	1	208
chrY	26774304	26774551	26774369	26774486	BPY2	248	118	0.333333	True	248	1	248
chrY	26774304	26774551	26774369	26774486	BPY2B	248	118	0.333333	True	248	1	248
chrY	26774304	26774551	26774369	26774486	BPY2C	248	118	0.333333	True	248	1	248
chrY	26777276	26777511	26777341	26777446	BPY2	236	106	0.333333	True	236	1	236
chrY	26777276	26777511	26777341	26777446	BPY2B	236	106	0.333333	True	236	1	236
chrY	26777276	26777511	26777341	26777446	BPY2C	236	106	0.333333	True	236	1	236
chrY	26778074	26778222	26778139	26778157	BPY2	149	19	0.333333	True	149	1	149
chrY	26778074	26778222	26778139	26778157	BPY2B	149	19	0.333333	True	149	1	149
chrY	26778074	26778222	26778139	26778157	BPY2C	149	19	0.333333	True	149	1	149
chrY	26915016	26915209	26915081	26915144	DAZ3	194	64	0.25	True	194	1	194
chrY	26915016	26915209	26915081	26915144	DAZ4	194	64	0.25	True	194	1	194
chrY	26919652	26919816	26919717	26919751	DAZ3	165	35	0.25	True	165	1	165
chrY	26919652	26919816	26919717	26919751	DAZ4	165	35	0.25	True	165	1	165
chrY	26920432	26920633	26920497	26920568	DAZ3	202	72	0.25	True	202	1	202
chrY	26920432	26920633	26920497	26920568	DAZ4	202	72	0.25	True	202	1	202
chrY	26930219	26930420	26930284	26930355	DAZ3	202	72	0.125988	True	202	1	202
chrY	26930219	26930420	26930284	26930355	DAZ4	202	72	0.125988	True	202	1	202
chrY	26932596	26932797	26932661	26932732	DAZ3	202	72	0.077152	True	202	1	202
chrY	26932596	26932797	26932661	26932732	DAZ4	202	72	0.077152	True	202	1	202
chrY	26934976	26935177	26935041	26935112	DAZ3	202	72	0.125988	True	202	1	202
chrY	26934976	26935177	26935041	26935112	DAZ4	202	72	0.125988	True	202	1	202
chrY	26937353	26937554	26937418	26937489	DAZ3	202	72	0.077152	True	202	1	202
chrY	26939732	26939933	26939797	26939868	DAZ3	202	72	0.125988	True	202	1	202
chrY	26942109	26942310	26942174	26942245	DAZ3	202	72	0.077152	True	202	1	202
chrY	26942109	26942310	26942174	26942245	DAZ4	202	72	0.077152	True	202	1	202
chrY	26944505	26944706	26944570	26944641	DAZ3	202	72	0.118542351	True	202	1	202
chrY	26944505	26944706	26944570	26944641	DAZ4	202	72	0.118542351	True	202	1	202
chrY	26946895	26947096	26946960	26947031	DAZ3	202	72	0.25	True	202	1	202
chrY	26946895	26947096	26946960	26947031	DAZ4	202	72	0.25	True	202	1	202
chrY	26949338	26949539	26949403	26949474	DAZ3	202	72	0.220414475	True	202	1	202
chrY	26949338	26949539	26949403	26949474	DAZ4	202	72	0.220414475	True	202	1	202
chrY	26950810	26951079	26950875	26951014	DAZ3	270	140	0.125988	True	229	1	229
chrY	26950810	26951079	26950875	26951014	DAZ4	270	140	0.125988	True	229	1	229
chrY	26951039	26951232	26951104	26951167	DAZ3	194	64	0.125988	True	194	1	194
chrY	26951039	26951232	26951104	26951167	DAZ4	194	64	0.125988	True	194	1	194
chrY	26951539	26951720	26951604	26951655	DAZ3	182	52	0.125988	True	182	1	182
chrY	26951539	26951720	26951604	26951655	DAZ4	182	52	0.125988	True	182	1	182
chrY	26952151	26952372	26952216	26952307	DAZ3	222	92	0.125988	True	222	1	222
chrY	26952151	26952372	26952216	26952307	DAZ4	222	92	0.125988	True	222	1	222
chrY	26952517	26952793	26952582	26952728	DAZ3	277	147	0.125988	True	277	1	277
chrY	26952517	26952793	26952582	26952728	DAZ4	277	147	0.125988	True	277	1	277
chrY	26959265	26959397	26959330	26959332	DAZ3	133	3	0.25	True	133	1	133
chrY	26959265	26959397	26959330	26959332	DAZ4	133	3	0.25	True	133	1	133
chrY	26980209	26980341	26980274	26980276	DAZ2	133	3	0.25	True	133	1	133
chrY	26980209	26980341	26980274	26980276	DAZ3	133	3	0.25	True	133	1	133
chrY	26980209	26980341	26980274	26980276	DAZ4	133	3	0.25	True	133	1	133
chrY	26986813	26987089	26986878	26987024	DAZ4	277	147	0.125988	True	277	1	277
chrY	26987234	26987455	26987299	26987390	DAZ4	222	92	0.125988	True	222	1	222
chrY	26987886	26988067	26987951	26988002	DAZ4	182	52	0.125988	True	182	1	182
