#chrom	chromStart	chromEnd
chr8	127579914	127579915
chr8	127694959	127694960
chr8	127836859	127836860
chr8	128636932	128636933
chr8	128862190	128862191
chr8	128862194	128862195
chr8	129112386	129112387
chr8	129230445	129230446
chr8	129449492	129449493
chr8	130361976	130361977
chr8	130361977	130361978
chr8	130361978	130361979
chr8	131018909	131018910
chr8	131119417	131119418
chr8	131859131	131859132
chr8	132332239	132332240
chr8	132332244	132332245
chr8	132566177	132566178
chr8	132566179	132566180
chr8	132589102	132589103
chr8	133686390	133686391
chr8	133945536	133945537
chr8	134429874	134429875
chr8	134634080	134634081
chr8	134723313	134723314
chr8	134982935	134982936
chr8	135078066	135078067
chr8	135091913	135091914
chr8	135091915	135091916
chr8	135093018	135093019
chr8	135191781	135191782
chr8	136285969	136285970
chr8	136298742	136298743
chr8	136886105	136886106
chr8	137269991	137269992
chr8	137928737	137928738
chr8	138510427	138510428
chr8	138739517	138739518
chr8	139914967	139914968
chr8	140255566	140255567
chr8	140572251	140572252
chr8	140699627	140699628
chr8	141082625	141082626
chr8	141082626	141082627
chr8	141239343	141239344
chr8	141605889	141605890
chr8	141689101	141689102
chr8	142255049	142255050
chr8	142255055	142255056
chr8	142561604	142561605
chr8	142850888	142850889
chr8	143094349	143094350
chr8	143304665	143304666
chr8	143366599	143366600
chr8	143671157	143671158
chr8	143671160	143671161
chr8	143671161	143671162
chr8	143671162	143671163
chr8	143671163	143671164
chr8	143671164	143671165
chr8	143671165	143671166
chr8	143671166	143671167
chr8	143862390	143862391
chr8	144018597	144018598
chr8	144018603	144018604
chr8	144018635	144018636
chr8	144018689	144018690
chr8	144384003	144384004
chr8	144405887	144405888
chr8	144405890	144405891
chr8	144474198	144474199
chr8	144474563	144474564
chr8	144474564	144474565
chr8	144474565	144474566
chr8	144474571	144474572
chr8	144474573	144474574
chr8	144639485	144639486
chr8	145180717	145180718
chr8	145180722	145180723
chr8	146276307	146276308
chr8	146301066	146301067
chr9	840720	840721
chr9	851044	851045
chr9	905473	905474
chr9	1878548	1878549
chr9	3104339	3104340
chr9	3237989	3237990
chr9	3505415	3505416
chr9	3505419	3505420
chr9	3707631	3707632
chr9	3953796	3953797
chr9	3953798	3953799
chr9	3953800	3953801
chr9	4251426	4251427
chr9	4251427	4251428
chr9	4279296	4279297
chr9	4473459	4473460
chr9	4850491	4850492
chr9	5442002	5442003
chr9	5647973	5647974
chr9	5861165	5861166
chr9	6282859	6282860
chr9	6318104	6318105
chr9	6629944	6629945
chr9	6988655	6988656
chr9	7031159	7031160
chr9	7198175	7198176
chr9	7205369	7205370
chr9	7249479	7249480
chr9	8102216	8102217
chr9	8102219	8102220
chr9	8131745	8131746
chr9	8359114	8359115
chr9	8359122	8359123
chr9	8373845	8373846
chr9	8934517	8934518
chr9	8940260	8940261
chr9	9613122	9613123
chr9	10543466	10543467
chr9	10768579	10768580
chr9	11248588	11248589
chr9	11955143	11955144
chr9	12010023	12010024
chr9	12013005	12013006
chr9	12026332	12026333
chr9	12026333	12026334
chr9	12026355	12026356
chr9	12026459	12026460
chr9	12412666	12412667
chr9	12544589	12544590
chr9	13056275	13056276
chr9	13236233	13236234
chr9	13458550	13458551
chr9	13458552	13458553
chr9	13688240	13688241
chr9	14338392	14338393
chr9	14632060	14632061
chr9	14828640	14828641
chr9	15010216	15010217
chr9	15126830	15126831
chr9	15677921	15677922
chr9	15983809	15983810
chr9	16324780	16324781
chr9	16499517	16499518
chr9	16896140	16896141
chr9	16938521	16938522
chr9	17295992	17295993
chr9	17556334	17556335
chr9	17569802	17569803
chr9	18176005	18176006
chr9	18176006	18176007
chr9	18290773	18290774
chr9	18290780	18290781
chr9	18291713	18291714
chr9	18291742	18291743
chr9	18291744	18291745
chr9	18295341	18295342
chr9	18710657	18710658
chr9	18807650	18807651
chr9	18807651	18807652
chr9	18956107	18956108
chr9	18956108	18956109
chr9	19256305	19256306
chr9	20258812	20258813
chr9	20258813	20258814
chr9	20343180	20343181
chr9	20721893	20721894
chr9	20815134	20815135
chr9	21124362	21124363
chr9	21124380	21124381
chr9	21981006	21981007
chr9	21981040	21981041
chr9	21981142	21981143
chr9	21987432	21987433
chr9	22413859	22413860
chr9	22413863	22413864
chr9	22413884	22413885
chr9	22428631	22428632
chr9	22821974	22821975
chr9	23159469	23159470
chr9	23159471	23159472
chr9	23159473	23159474
chr9	23159475	23159476
chr9	23188843	23188844
chr9	23314543	23314544
chr9	23530195	23530196
chr9	23628754	23628755
chr9	24099927	24099928
chr9	24099930	24099931
chr9	24099999	24100000
chr9	25016639	25016640
chr9	25308967	25308968
chr9	25786735	25786736
chr9	26402641	26402642
chr9	26496320	26496321
chr9	26569491	26569492
chr9	26569494	26569495
chr9	27481499	27481500
chr9	27875867	27875868
chr9	27990459	27990460
chr9	28479842	28479843
chr9	28506466	28506467
chr9	28506476	28506477
chr9	28506478	28506479
chr9	28512613	28512614
chr9	29018032	29018033
chr9	29224344	29224345
chr9	29373565	29373566
chr9	29708770	29708771
chr9	30051672	30051673
chr9	31384114	31384115
chr9	31384115	31384116
chr9	31808326	31808327
chr9	32097719	32097720
chr9	32341723	32341724
chr9	32804759	32804760
chr9	32938462	32938463
chr9	32986030	32986031
chr9	33405448	33405449
chr9	33498825	33498826
chr9	33498837	33498838
chr9	33520018	33520019
chr9	33522990	33522991
chr9	33724399	33724400
chr9	33992654	33992655
chr9	34016361	34016362
chr9	34059146	34059147
chr9	34068929	34068930
chr9	34165229	34165230
chr9	34274302	34274303
chr9	35060126	35060127
chr9	35952860	35952861
chr9	35952885	35952886
chr9	35952887	35952888
chr9	35952892	35952893
chr9	37056882	37056883
chr9	37593503	37593504
chr9	37637963	37637964
chr9	37767507	37767508
chr9	38071345	38071346
chr9	38071349	38071350
chr9	38071361	38071362
chr9	38546447	38546448
chr9	39017143	39017144
chr9	39023794	39023795
chr9	40040697	40040698
chr9	40297308	40297309
chr9	40349406	40349407
chr9	40530088	40530089
chr9	40604003	40604004
chr9	40640635	40640636
chr9	40831564	40831565
chr9	41087289	41087290
chr9	42475739	42475740
chr9	42492755	42492756
chr9	43020565	43020566
chr9	43841068	43841069
chr9	44308931	44308932
chr9	44741139	44741140
chr9	44760664	44760665
chr9	45357022	45357023
chr9	45462511	45462512
chr9	45727521	45727522
chr9	45781546	45781547
chr9	46151479	46151480
chr9	46282381	46282382
chr9	46907455	46907456
chr9	46920588	46920589
chr9	65706948	65706949
chr9	65894725	65894726
chr9	66248005	66248006
chr9	66263373	66263374
chr9	66466002	66466003
chr9	66532415	66532416
chr9	67032781	67032782
chr9	67249062	67249063
chr9	67285599	67285600
chr9	67326545	67326546
chr9	67335264	67335265
chr9	67356531	67356532
chr9	67356535	67356536
chr9	67524897	67524898
chr9	67794411	67794412
chr9	67863954	67863955
chr9	68286573	68286574
chr9	68337271	68337272
chr9	68395814	68395815
chr9	68404875	68404876
chr9	68407981	68407982
chr9	68410536	68410537
chr9	68416736	68416737
chr9	68416848	68416849
chr9	68417845	68417846
chr9	68418725	68418726
chr9	68420780	68420781
chr9	68420991	68420992
chr9	68420996	68420997
chr9	68421344	68421345
chr9	68424946	68424947
chr9	68424947	68424948
chr9	68427937	68427938
chr9	68429638	68429639
chr9	68447488	68447489
chr9	68473054	68473055
chr9	68478689	68478690
chr9	68490615	68490616
chr9	68490632	68490633
chr9	68491800	68491801
chr9	68494927	68494928
chr9	68745426	68745427
chr9	68747033	68747034
chr9	68747034	68747035
chr9	68754898	68754899
chr9	69045430	69045431
chr9	69382660	69382661
chr9	69631058	69631059
chr9	69735340	69735341
chr9	70103141	70103142
chr9	70149334	70149335
chr9	70354326	70354327
chr9	70489003	70489004
chr9	70646006	70646007
chr9	70666829	70666830
chr9	70841820	70841821
chr9	71221169	71221170
chr9	71849309	71849310
chr9	71887589	71887590
chr9	72932880	72932881
chr9	73024009	73024010
chr9	73045457	73045458
chr9	73136069	73136070
chr9	73250377	73250378
chr9	73646878	73646879
chr9	73646885	73646886
chr9	73646986	73646987
chr9	74035755	74035756
chr9	74035777	74035778
chr9	74035783	74035784
chr9	74239667	74239668
chr9	74317176	74317177
chr9	74467527	74467528
chr9	75068673	75068674
chr9	75340238	75340239
chr9	75739131	75739132
chr9	75739135	75739136
chr9	75739138	75739139
chr9	75739139	75739140
chr9	76410873	76410874
chr9	76410876	76410877
chr9	76611329	76611330
chr9	77452664	77452665
chr9	77452666	77452667
chr9	77856501	77856502
chr9	77856505	77856506
chr9	77856507	77856508
chr9	77856508	77856509
chr9	77856509	77856510
chr9	77856510	77856511
chr9	77856526	77856527
chr9	78026696	78026697
chr9	78282748	78282749
chr9	78565057	78565058
chr9	78790191	78790192
chr9	78966433	78966434
chr9	78986580	78986581
chr9	79099701	79099702
chr9	79117094	79117095
chr9	79124518	79124519
chr9	79154483	79154484
chr9	79467717	79467718
chr9	80150804	80150805
chr9	80298356	80298357
chr9	80442299	80442300
chr9	80476924	80476925
chr9	81037400	81037401
chr9	81501592	81501593
chr9	81781395	81781396
chr9	81944308	81944309
chr9	82021974	82021975
chr9	82281136	82281137
chr9	82450752	82450753
chr9	82720642	82720643
chr9	82727663	82727664
chr9	83114637	83114638
chr9	83440037	83440038
chr9	83527125	83527126
chr9	83608936	83608937
chr9	83608937	83608938
chr9	83724932	83724933
chr9	83724997	83724998
chr9	83857488	83857489
chr9	84017785	84017786
chr9	84042600	84042601
chr9	84612110	84612111
chr9	85430478	85430479
chr9	85972152	85972153
chr9	85987283	85987284
chr9	86094635	86094636
chr9	86115411	86115412
chr9	86543821	86543822
chr9	86641125	86641126
chr9	87114356	87114357
chr9	87516093	87516094
chr9	87904921	87904922
chr9	87929479	87929480
chr9	88668469	88668470
chr9	88668482	88668483
chr9	88671419	88671420
chr9	88710339	88710340
chr9	89032406	89032407
chr9	89058193	89058194
chr9	89155930	89155931
chr9	89155931	89155932
chr9	89155932	89155933
chr9	89155933	89155934
chr9	89155934	89155935
chr9	89155935	89155936
chr9	89155936	89155937
chr9	89155937	89155938
chr9	89155938	89155939
chr9	89155939	89155940
chr9	89155940	89155941
chr9	89336640	89336641
chr9	90017453	90017454
chr9	90017454	90017455
chr9	90017461	90017462
chr9	90045153	90045154
chr9	90599763	90599764
chr9	90767825	90767826
chr9	90792945	90792946
chr9	90990935	90990936
chr9	91417191	91417192
chr9	92076610	92076611
chr9	93260856	93260857
chr9	93457303	93457304
chr9	93512427	93512428
chr9	93605033	93605034
chr9	93646529	93646530
chr9	93759605	93759606
chr9	93759606	93759607
chr9	94198856	94198857
chr9	94457895	94457896
chr9	94724867	94724868
chr9	94895663	94895664
chr9	95204679	95204680
chr9	95434421	95434422
chr9	96625148	96625149
chr9	96625149	96625150
chr9	96625154	96625155
chr9	97075757	97075758
chr9	97075759	97075760
chr9	97075764	97075765
chr9	97075769	97075770
chr9	97171107	97171108
chr9	98396167	98396168
chr9	98994189	98994190
chr9	99004231	99004232
chr9	99542622	99542623
chr9	100313297	100313298
chr9	100313299	100313300
chr9	100313301	100313302
chr9	100313304	100313305
chr9	100313309	100313310
chr9	101575780	101575781
chr9	102220048	102220049
chr9	102862972	102862973
chr9	102862973	102862974
chr9	103944001	103944002
chr9	104008384	104008385
chr9	104028693	104028694
chr9	104164201	104164202
chr9	104237267	104237268
chr9	104285901	104285902
chr9	104573721	104573722
chr9	104662737	104662738
chr9	104662738	104662739
chr9	104730253	104730254
chr9	105057261	105057262
chr9	105057273	105057274
chr9	105109164	105109165
chr9	105219802	105219803
chr9	105641079	105641080
chr9	105749621	105749622
chr9	105822916	105822917
chr9	105906977	105906978
chr9	105936339	105936340
chr9	106382038	106382039
chr9	106437467	106437468
chr9	106437475	106437476
chr9	106437491	106437492
chr9	106437495	106437496
chr9	106807637	106807638
chr9	107115097	107115098
chr9	107344847	107344848
chr9	107700148	107700149
chr9	107722831	107722832
chr9	108247812	108247813
chr9	110033456	110033457
chr9	110035416	110035417
chr9	110035423	110035424
chr9	110289065	110289066
chr9	110454492	110454493
chr9	110454502	110454503
chr9	110584457	110584458
chr9	111511832	111511833
chr9	111511834	111511835
chr9	111882431	111882432
chr9	112272855	112272856
chr9	112962489	112962490
chr9	113463931	113463932
chr9	113623284	113623285
chr9	114114127	114114128
chr9	114267118	114267119
chr9	114267120	114267121
chr9	114376465	114376466
chr9	114451608	114451609
chr9	114467441	114467442
chr9	114928202	114928203
chr9	114928205	114928206
chr9	114994270	114994271
chr9	114994275	114994276
chr9	114994280	114994281
chr9	114994285	114994286
chr9	114994303	114994304
chr9	115220596	115220597
chr9	115288290	115288291
chr9	115485243	115485244
chr9	115594738	115594739
chr9	115650191	115650192
chr9	116070485	116070486
chr9	116518274	116518275
chr9	116518276	116518277
chr9	116873450	116873451
chr9	117040726	117040727
chr9	117081196	117081197
chr9	117081197	117081198
chr9	117143097	117143098
chr9	117392553	117392554
chr9	117712172	117712173
chr9	117849971	117849972
chr9	118119752	118119753
chr9	118242983	118242984
chr9	118242984	118242985
chr9	118329023	118329024
chr9	118331569	118331570
chr9	118331580	118331581
chr9	118379169	118379170
chr9	118501115	118501116
chr9	119537879	119537880
chr9	119565759	119565760
chr9	119704357	119704358
chr9	119778886	119778887
chr9	119778899	119778900
chr9	119778900	119778901
chr9	119778901	119778902
chr9	120006845	120006846
chr9	120024691	120024692
chr9	120764445	120764446
chr9	120782381	120782382
chr9	120846761	120846762
chr9	121430244	121430245
chr9	121469626	121469627
chr9	121688885	121688886
chr9	122259755	122259756
chr9	122278215	122278216
chr9	122278219	122278220
chr9	122278227	122278228
chr9	122597766	122597767
chr9	122599489	122599490
chr9	122599494	122599495
chr9	122599496	122599497
chr9	122599498	122599499
chr9	123270217	123270218
chr9	123474107	123474108
chr9	123764489	123764490
chr9	123781014	123781015
chr9	124117508	124117509
chr9	124227282	124227283
chr9	124350868	124350869
chr9	124588773	124588774
chr9	124588775	124588776
chr9	124588777	124588778
chr9	124588779	124588780
chr9	125949104	125949105
chr9	126121707	126121708
chr9	126990278	126990279
chr9	127701816	127701817
chr9	127961601	127961602
chr9	128743769	128743770
chr9	128881159	128881160
chr9	129030929	129030930
chr9	129275395	129275396
chr9	129329628	129329629
chr9	129339287	129339288
chr9	129585205	129585206
chr9	129590929	129590930
chr9	129658746	129658747
chr9	129714951	129714952
chr9	130421584	130421585
chr9	130628304	130628305
chr9	130628338	130628339
chr9	130701215	130701216
chr9	131202540	131202541
chr9	131202542	131202543
chr9	131212496	131212497
chr9	131332606	131332607
chr9	131332610	131332611
chr9	131332611	131332612
chr9	131332612	131332613
chr9	131332614	131332615
chr9	131332616	131332617
chr9	131927105	131927106
chr9	132125359	132125360
chr9	132189827	132189828
chr9	132194309	132194310
chr9	132194313	132194314
chr9	132199283	132199284
chr9	132199297	132199298
chr9	132199300	132199301
chr9	132410245	132410246
chr9	132617712	132617713
chr9	132672767	132672768
chr9	133340440	133340441
chr9	133383235	133383236
chr9	133474745	133474746
chr9	133949329	133949330
chr9	134217327	134217328
chr9	134271696	134271697
chr9	134279064	134279065
chr9	134327021	134327022
chr9	134380132	134380133
chr9	134636291	134636292
chr9	134644746	134644747
chr9	134720705	134720706
chr9	134946072	134946073
chr9	135208802	135208803
chr9	135361398	135361399
chr9	135892101	135892102
chr9	136756780	136756781
chr9	136765884	136765885
chr9	136969436	136969437
chr9	137349256	137349257
chr9	137797649	137797650
chr9	137884107	137884108
chr9	138016418	138016419
chr9	138016430	138016431
chr9	138241976	138241977
chr9	138502150	138502151
chr9	138502158	138502159
chr9	138502292	138502293
chr9	139066853	139066854
chr9	139066869	139066870
chr9	139430096	139430097
chr9	139527671	139527672
chr9	139653122	139653123
chr9	139697665	139697666
chr9	139861309	139861310
chr9	140168218	140168219
chr9	140752882	140752883
chr9	140816364	140816365
chr9	141043053	141043054
chrX	387341	387342
chrX	430679	430680
chrX	466630	466631
chrX	494911	494912
chrX	542535	542536
chrX	571501	571502
chrX	571515	571516
chrX	623999	624000
chrX	710188	710189
chrX	746040	746041
chrX	895159	895160
chrX	898508	898509
chrX	905886	905887
chrX	905904	905905
chrX	936551	936552
chrX	936555	936556
chrX	936558	936559
chrX	995326	995327
chrX	1264044	1264045
chrX	1317588	1317589
chrX	1433151	1433152
chrX	1433152	1433153
chrX	1433895	1433896
chrX	1521557	1521558
chrX	1597141	1597142
chrX	1618055	1618056
chrX	1633328	1633329
chrX	1800951	1800952
chrX	2029547	2029548
chrX	2066347	2066348
chrX	2066349	2066350
chrX	2066352	2066353
chrX	2161826	2161827
chrX	2166667	2166668
chrX	2166668	2166669
chrX	2248101	2248102
chrX	2323958	2323959
chrX	3158793	3158794
chrX	4067181	4067182
chrX	4100817	4100818
chrX	4100818	4100819
chrX	4308864	4308865
chrX	4668295	4668296
chrX	5654092	5654093
chrX	5948432	5948433
chrX	5954647	5954648
chrX	9399162	9399163
chrX	10246044	10246045
chrX	11740103	11740104
chrX	12738162	12738163
chrX	12738166	12738167
chrX	13210143	13210144
chrX	13210165	13210166
chrX	15889778	15889779
chrX	21794087	21794088
chrX	21848705	21848706
chrX	22243099	22243100
chrX	23560669	23560670
chrX	23628550	23628551
chrX	29936346	29936347
chrX	31739801	31739802
chrX	31976236	31976237
chrX	32538960	32538961
chrX	33937248	33937249
chrX	33937253	33937254
chrX	34336878	34336879
chrX	38245624	38245625
chrX	44640855	44640856
chrX	45131100	45131101
chrX	46358156	46358157
chrX	46378686	46378687
chrX	46831156	46831157
chrX	46831157	46831158
chrX	46831164	46831165
chrX	46831165	46831166
chrX	46831170	46831171
chrX	46831172	46831173
chrX	46831174	46831175
chrX	46831176	46831177
chrX	46831179	46831180
chrX	46831181	46831182
chrX	46831183	46831184
chrX	47467665	47467666
chrX	47467671	47467672
chrX	48115914	48115915
chrX	48501301	48501302
chrX	48601071	48601072
chrX	53647215	53647216
chrX	53713638	53713639
chrX	56337475	56337476
chrX	56362921	56362922
chrX	56583995	56583996
chrX	61710569	61710570
chrX	63675353	63675354
chrX	65977561	65977562
chrX	66265332	66265333
chrX	66973979	66973980
chrX	67617349	67617350
chrX	68969762	68969763
chrX	70206153	70206154
chrX	71104868	71104869
chrX	71162821	71162822
chrX	71183862	71183863
chrX	71648871	71648872
chrX	72897825	72897826
chrX	73285236	73285237
chrX	73442474	73442475
chrX	74678845	74678846
chrX	78805821	78805822
chrX	81091244	81091245
chrX	82155327	82155328
chrX	82973147	82973148
chrX	86097150	86097151
chrX	86327048	86327049
chrX	86586399	86586400
chrX	86823380	86823381
chrX	88177392	88177393
chrX	88389570	88389571
chrX	88459158	88459159
chrX	88461979	88461980
chrX	90912147	90912148
chrX	91162399	91162400
chrX	96246535	96246536
chrX	97785915	97785916
chrX	97907752	97907753
chrX	99588164	99588165
chrX	99923338	99923339
chrX	100687986	100687987
chrX	100687998	100687999
chrX	101184426	101184427
chrX	106985502	106985503
chrX	108068008	108068009
chrX	109260646	109260647
chrX	110155630	110155631
chrX	110155644	110155645
chrX	112134074	112134075
chrX	112134080	112134081
chrX	112790082	112790083
chrX	113858358	113858359
chrX	113858361	113858362
chrX	114041743	114041744
chrX	114939990	114939991
chrX	118022913	118022914
chrX	119084405	119084406
chrX	119084409	119084410
chrX	119084410	119084411
chrX	119528190	119528191
chrX	125766405	125766406
chrX	127171102	127171103
chrX	127302373	127302374
chrX	127349089	127349090
chrX	129086765	129086766
chrX	130812776	130812777
chrX	133366993	133366994
chrX	134037740	134037741
chrX	134526205	134526206
chrX	134526236	134526237
chrX	135269024	135269025
chrX	135425075	135425076
chrX	135425077	135425078
chrX	135550290	135550291
chrX	136397418	136397419
chrX	137234539	137234540
chrX	138310531	138310532
chrX	138572962	138572963
chrX	139853829	139853830
chrX	141167288	141167289
chrX	141190867	141190868
chrX	141220195	141220196
chrX	141236496	141236497
chrX	143424350	143424351
chrX	144082691	144082692
chrX	144573157	144573158
chrX	144725030	144725031
chrX	145656361	145656362
chrX	145916966	145916967
chrX	146106942	146106943
chrX	146106947	146106948
chrX	146106952	146106953
chrX	146129534	146129535
chrX	146201997	146201998
chrX	146671699	146671700
chrX	146671701	146671702
chrX	147280204	147280205
chrX	147662540	147662541
chrX	150675499	150675500
chrX	150675501	150675502
chrX	150911511	150911512
chrX	151251695	151251696
chrX	152836459	152836460
chrX	155214705	155214706
chrY	9941801	9941802
chrY	9950664	9950665
chrY	9984446	9984447
chrY	9984447	9984448
chrY	9984448	9984449
chrY	9986880	9986881
chrY	10044724	10044725
chrY	10048699	10048700
chrY	10063399	10063400
chrY	10063400	10063401
chrY	10063408	10063409
chrY	10063413	10063414
chrY	13267934	13267935
chrY	13276133	13276134
chrY	13445729	13445730
chrY	13447225	13447226
chrY	13448226	13448227
chrY	13448280	13448281
chrY	13448283	13448284
chrY	13448323	13448324
chrY	13448778	13448779
chrY	13449758	13449759
chrY	13449767	13449768
chrY	13449800	13449801
chrY	13449806	13449807
chrY	13449944	13449945
chrY	13450312	13450313
chrY	13450512	13450513
chrY	13450565	13450566
chrY	13451720	13451721
chrY	13451744	13451745
chrY	13451745	13451746
chrY	13472449	13472450
chrY	13472471	13472472
chrY	13473831	13473832
chrY	13488960	13488961
chrY	58973664	58973665
chrY	58975521	58975522
chrY	58975712	58975713
chrY	58978045	58978046
chrY	58980521	58980522
chrY	58982557	58982558
chrY	59013634	59013635
chrY	59014269	59014270
chrY	59030170	59030171
chrY	59030172	59030173
chrY	59033106	59033107
chr10	107926	107927
chr10	306319	306320
chr10	460847	460848
chr10	463838	463839
chr10	1061536	1061537
chr10	1368969	1368970
chr10	1618305	1618306
chr10	1668456	1668457
chr10	1714837	1714838
chr10	1797866	1797867
chr10	1984899	1984900
chr10	2071298	2071299
chr10	2139420	2139421
chr10	2434472	2434473
chr10	2531710	2531711
chr10	2544042	2544043
chr10	2544043	2544044
chr10	2544046	2544047
chr10	2564085	2564086
chr10	2565633	2565634
chr10	2565635	2565636
chr10	3104925	3104926
chr10	3121852	3121853
chr10	3370951	3370952
chr10	3489261	3489262
chr10	3778432	3778433
chr10	3810284	3810285
chr10	3854676	3854677
chr10	3923026	3923027
chr10	4121138	4121139
chr10	4291659	4291660
chr10	4291661	4291662
chr10	4291662	4291663
chr10	4291663	4291664
chr10	4291665	4291666
chr10	4291667	4291668
chr10	4291668	4291669
chr10	4291670	4291671
chr10	4291672	4291673
chr10	4291673	4291674
chr10	4572866	4572867
chr10	4693281	4693282
chr10	4908835	4908836
chr10	5366233	5366234
chr10	5633875	5633876
chr10	5766584	5766585
chr10	5766585	5766586
chr10	5850661	5850662
chr10	6046723	6046724
chr10	6093472	6093473
chr10	6093474	6093475
chr10	6105835	6105836
chr10	6130121	6130122
chr10	6401412	6401413
chr10	6487083	6487084
chr10	7578053	7578054
chr10	7967770	7967771
chr10	7999751	7999752
chr10	8167940	8167941
chr10	8167943	8167944
chr10	8167945	8167946
chr10	8167966	8167967
chr10	8167968	8167969
chr10	8167970	8167971
chr10	8217968	8217969
chr10	8404580	8404581
chr10	8404588	8404589
chr10	8404602	8404603
chr10	8404603	8404604
chr10	8404622	8404623
chr10	8404633	8404634
chr10	8404634	8404635
chr10	8404642	8404643
chr10	8423577	8423578
chr10	8423578	8423579
chr10	8423579	8423580
chr10	8544298	8544299
chr10	8603918	8603919
chr10	8681327	8681328
chr10	8787692	8787693
chr10	8787709	8787710
chr10	8787711	8787712
chr10	8787719	8787720
chr10	9195197	9195198
chr10	9395436	9395437
chr10	9395445	9395446
chr10	9395454	9395455
chr10	9513981	9513982
chr10	9899476	9899477
chr10	9983315	9983316
chr10	10248540	10248541
chr10	10248558	10248559
chr10	10616834	10616835
chr10	10616835	10616836
chr10	10801252	10801253
chr10	10957090	10957091
chr10	11597431	11597432
chr10	11597433	11597434
chr10	11597435	11597436
chr10	11769289	11769290
chr10	11801369	11801370
chr10	11864871	11864872
chr10	11889156	11889157
chr10	12159846	12159847
chr10	12159854	12159855
chr10	12159855	12159856
chr10	12357446	12357447
chr10	12429409	12429410
chr10	12643187	12643188
chr10	12776345	12776346
chr10	12776381	12776382
chr10	13116146	13116147
chr10	13116148	13116149
chr10	13116150	13116151
chr10	13340711	13340712
chr10	13367933	13367934
chr10	13756038	13756039
chr10	13926117	13926118
chr10	13926121	13926122
chr10	13926129	13926130
chr10	13926157	13926158
chr10	13954522	13954523
chr10	14456408	14456409
chr10	14803009	14803010
chr10	14855534	14855535
chr10	14970784	14970785
chr10	15009503	15009504
chr10	15093058	15093059
chr10	15271885	15271886
chr10	15271897	15271898
chr10	15486851	15486852
chr10	16205078	16205079
chr10	16226624	16226625
chr10	16226626	16226627
chr10	16231142	16231143
chr10	16366134	16366135
chr10	16423884	16423885
chr10	16423885	16423886
chr10	16886264	16886265
chr10	17348677	17348678
chr10	17416760	17416761
chr10	17560365	17560366
chr10	18731926	18731927
chr10	18731928	18731929
chr10	18761152	18761153
chr10	19819336	19819337
chr10	19819337	19819338
chr10	19819351	19819352
chr10	19819359	19819360
chr10	19819392	19819393
chr10	20123280	20123281
chr10	20158397	20158398
chr10	20283205	20283206
chr10	20288317	20288318
chr10	20341670	20341671
chr10	20596884	20596885
chr10	20834942	20834943
chr10	20834943	20834944
chr10	21088852	21088853
chr10	21350246	21350247
chr10	21527643	21527644
chr10	22006444	22006445
chr10	22828832	22828833
chr10	22863368	22863369
chr10	23299366	23299367
chr10	23299371	23299372
chr10	23299375	23299376
chr10	23299379	23299380
chr10	23299381	23299382
chr10	23612878	23612879
chr10	24113579	24113580
chr10	24846864	24846865
chr10	24846865	24846866
chr10	25118267	25118268
chr10	25238676	25238677
chr10	25722485	25722486
chr10	25722601	25722602
chr10	25829873	25829874
chr10	26033518	26033519
chr10	26611850	26611851
chr10	26716033	26716034
chr10	27154969	27154970
chr10	27204656	27204657
chr10	27370996	27370997
chr10	27398578	27398579
chr10	27637253	27637254
chr10	27637260	27637261
chr10	27713746	27713747
chr10	27716945	27716946
chr10	27945200	27945201
chr10	27945224	27945225
chr10	28000405	28000406
chr10	28000409	28000410
chr10	28635899	28635900
chr10	28642413	28642414
chr10	28892879	28892880
chr10	29093067	29093068
chr10	29636447	29636448
chr10	29719721	29719722
chr10	30065745	30065746
chr10	30544781	30544782
chr10	30648311	30648312
chr10	30813197	30813198
chr10	30866492	30866493
chr10	31004922	31004923
chr10	31004926	31004927
chr10	31741678	31741679
chr10	32109639	32109640
chr10	32263425	32263426
chr10	32263427	32263428
chr10	32295520	32295521
chr10	32404197	32404198
chr10	32755175	32755176
chr10	33119046	33119047
chr10	33119047	33119048
chr10	33960633	33960634
chr10	33960634	33960635
chr10	34684794	34684795
chr10	34824756	34824757
chr10	36748308	36748309
chr10	36799777	36799778
chr10	37015992	37015993
chr10	37042937	37042938
chr10	37042942	37042943
chr10	37042947	37042948
chr10	37065480	37065481
chr10	38133909	38133910
chr10	38560860	38560861
chr10	38564307	38564308
chr10	38616190	38616191
chr10	38815947	38815948
chr10	38818367	38818368
chr10	38874534	38874535
chr10	38964101	38964102
chr10	42356050	42356051
chr10	42356630	42356631
chr10	42357852	42357853
chr10	42358366	42358367
chr10	42360519	42360520
chr10	42361092	42361093
chr10	42365153	42365154
chr10	42365349	42365350
chr10	42365428	42365429
chr10	42365433	42365434
chr10	42368120	42368121
chr10	42368496	42368497
chr10	42371179	42371180
chr10	42371349	42371350
chr10	42372036	42372037
chr10	42373049	42373050
chr10	42374800	42374801
chr10	42378547	42378548
chr10	42381573	42381574
chr10	42381593	42381594
chr10	42381602	42381603
chr10	42383876	42383877
chr10	42383883	42383884
chr10	42383888	42383889
chr10	42383904	42383905
chr10	42385324	42385325
chr10	42385337	42385338
chr10	42389113	42389114
chr10	42394397	42394398
chr10	42394398	42394399
chr10	42394609	42394610
chr10	42396739	42396740
chr10	42396755	42396756
chr10	42396882	42396883
chr10	42398927	42398928
chr10	42399507	42399508
